At timestep 100:0.000028 -0.000073 0.000028 0.000028 0.000002 0.000003 -0.000000; -0.000273 0.000123 -0.000282 -1.570712 -0.001141 1.571091 0.785161; 0.004313 0.002316 0.002659 -0.000468 -0.017655 0.002247 0.002124
At timestep 101:0.000025 -0.000082 0.000025 0.000033 0.000002 0.000004 -0.000000; -0.000270 0.000124 -0.000282 -1.570714 -0.001163 1.571091 0.785160; 0.006306 0.001569 0.001111 -0.001147 -0.018251 0.001663 0.001819
At timestep 102:0.000022 -0.000058 0.000023 0.000023 0.000002 0.000003 -0.000000; -0.000274 0.000132 -0.000276 -1.570714 -0.001182 1.571093 0.785155; 0.002920 0.002827 0.002704 -0.000765 -0.017308 0.001944 -0.000156
At timestep 103:0.000008 -0.000046 0.000009 0.000022 0.000001 0.000003 -0.000000; -0.000274 0.000133 -0.000279 -1.570719 -0.001198 1.571091 0.785160; 0.002306 0.001899 0.001117 -0.002273 -0.017104 0.000677 0.001718
At timestep 104:0.000006 -0.000044 0.000006 0.000022 0.000000 0.000004 -0.000000; -0.000269 0.000135 -0.000274 -1.570719 -0.001216 1.571091 0.785161; 0.002735 0.001276 0.001692 -0.001515 -0.015996 0.000521 0.001724
At timestep 105:0.000003 -0.000031 0.000003 0.000019 0.000000 0.000004 -0.000000; -0.000268 0.000139 -0.000273 -1.570717 -0.001235 1.571091 0.785158; 0.002025 0.001787 0.001212 -0.000175 -0.015818 0.000399 0.000218
At timestep 106:0.000017 -0.000034 0.000018 -0.000002 0.000000 -0.000003 -0.000000; -0.000268 0.000144 -0.000273 -1.570719 -0.001252 1.571092 0.785157; 0.001502 0.005516 0.000036 -0.000952 -0.015415 0.000644 -0.000087
At timestep 107:0.000015 -0.000041 0.000017 -0.000012 -0.000000 -0.000006 -0.000000; -0.000268 0.000142 -0.000270 -1.570722 -0.001268 1.571092 0.785157; 0.001115 0.006633 0.000907 -0.001470 -0.014443 0.000459 -0.000029
At timestep 108:-0.000003 -0.000012 -0.000002 -0.000003 -0.000000 -0.000001 -0.000000; -0.000269 0.000141 -0.000270 -1.570722 -0.001284 1.571091 0.785161; -0.000100 0.004007 0.000640 -0.000145 -0.009989 -0.000011 0.000274
At timestep 109:0.000020 -0.000042 0.000020 0.000018 0.000001 0.000002 -0.000000; -0.000260 0.000142 -0.000275 -1.570725 -0.001302 1.571094 0.785158; 0.004872 0.002220 -0.001310 -0.001860 -0.015762 0.000009 -0.001293
At timestep 110:0.000032 -0.000078 0.000032 0.000024 0.000001 0.000001 -0.000000; -0.000257 0.000148 -0.000270 -1.570724 -0.001320 1.571095 0.785160; 0.006711 0.002604 0.000910 -0.000312 -0.015764 0.000018 0.000880
At timestep 111:0.000012 -0.000034 0.000013 0.000018 0.000001 0.000003 -0.000000; -0.000259 0.000153 -0.000270 -1.570722 -0.001340 1.571092 0.785154; 0.003204 0.002880 0.000622 0.000627 -0.016479 0.000022 -0.001371
